model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,6,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ REXONA ANTIB FRESH REF 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ REXONA ANTIB FRESH REF 200ML' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,6,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ REXONA ANTIB FRESH REF 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ REXONA ANTIB FRESH REF 200ML' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,6,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ REXONA ANTIB FRESH REF 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ REXONA ANTIB FRESH REF 200ML' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,6,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ REXONA ANTIB FRESH REF 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ REXONA ANTIB FRESH REF 200ML' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,6,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PF SAB LIQ REXONA ANTIB FRESH REF 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PF SAB LIQ REXONA ANTIB FRESH REF 200ML' é Sabões; produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão; produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondi   - Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão",
gpt-4o-mini-2024-07-18,7,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,7,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP MULTI YPE CLASSICO 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP MULTI YPE CLASSICO 500 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,8,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,8,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'HASTES FLEXIVEIS COTTONBABY PREMIUM UND 1 X 1 50UND' é Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas de matérias têxteis. - Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates): -- De algodão Outros artigos de pastas (ouates)",
gpt-4o-mini-2024-07-18,9,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SACO LIXO LIXOPLAS AZUL ROLO 30LT 20X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SACO LIXO LIXOPLAS AZUL ROLO 30LT 20X1' é Artigos de transporte ou de embalagem, de plásticos; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plásticos. - Sacos de quaisquer dimensões, bolsas e cartuchos: -- De polímeros de etileno Outros",
gpt-4o-mini-2024-07-18,9,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SACO LIXO LIXOPLAS AZUL ROLO 30LT 20X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SACO LIXO LIXOPLAS AZUL ROLO 30LT 20X1' é Artigos de transporte ou de embalagem, de plásticos; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plásticos. - Sacos de quaisquer dimensões, bolsas e cartuchos: -- De polímeros de etileno Outros",
